City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,year,month,day,day_of_week,day_of_year,weekend,is_winter,is_summer,is_monsoon,month_sin,month_cos,dow_sin,dow_cos,AQI_Bucket_encoded,PM2.5_lag_1,PM2.5_lag_2,PM2.5_lag_3,PM2.5_lag_7,PM2.5_lag_14,PM10_lag_1,PM10_lag_2,PM10_lag_3,PM10_lag_7,PM10_lag_14,NO2_lag_1,NO2_lag_2,NO2_lag_3,NO2_lag_7,NO2_lag_14,CO_lag_1,CO_lag_2,CO_lag_3,CO_lag_7,CO_lag_14,SO2_lag_1,SO2_lag_2,SO2_lag_3,SO2_lag_7,SO2_lag_14,O3_lag_1,O3_lag_2,O3_lag_3,O3_lag_7,O3_lag_14,PM2.5_rolling_mean_3,PM2.5_rolling_std_3,PM2.5_rolling_mean_7,PM2.5_rolling_std_7,PM2.5_rolling_mean_14,PM2.5_rolling_std_14,PM10_rolling_mean_3,PM10_rolling_std_3,PM10_rolling_mean_7,PM10_rolling_std_7,PM10_rolling_mean_14,PM10_rolling_std_14,NO2_rolling_mean_3,NO2_rolling_std_3,NO2_rolling_mean_7,NO2_rolling_std_7,NO2_rolling_mean_14,NO2_rolling_std_14,CO_rolling_mean_3,CO_rolling_std_3,CO_rolling_mean_7,CO_rolling_std_7,CO_rolling_mean_14,CO_rolling_std_14,SO2_rolling_mean_3,SO2_rolling_std_3,SO2_rolling_mean_7,SO2_rolling_std_7,SO2_rolling_mean_14,SO2_rolling_std_14,O3_rolling_mean_3,O3_rolling_std_3,O3_rolling_mean_7,O3_rolling_std_7,O3_rolling_mean_14,O3_rolling_std_14,PM2.5_x_PM10,PM2.5_plus_PM10,PM2.5_x_NO2,PM2.5_plus_NO2,PM2.5_x_CO,PM2.5_plus_CO,PM2.5_x_SO2,PM2.5_plus_SO2,PM2.5_x_O3,PM2.5_plus_O3,PM10_x_NO2,PM10_plus_NO2,PM10_x_CO,PM10_plus_CO,PM10_x_SO2,PM10_plus_SO2,PM10_x_O3,PM10_plus_O3,NO2_x_CO,NO2_plus_CO,NO2_x_SO2,NO2_plus_SO2,NO2_x_O3,NO2_plus_O3,CO_x_SO2,CO_plus_SO2,CO_x_O3,CO_plus_O3,SO2_x_O3,SO2_plus_O3
Delhi,2015-02-08,145.34,215.69,30.54,50.39,61.78,66.72,5.39,8.66,30.43,2.42,6.5,0.57,323.0,Very Poor,2015,2,8,6,39,1,1,0,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,4.0,160.75,151.6,131.76,183.35,212.41,210.52,330.99,127.42,305.13,345.63,57.69,67.0,36.51,39.88,44.71,10.28,5.51,8.18,9.02,9.3,6.91,9.13,4.85,4.21,5.17,43.44,33.92,21.7,25.34,40.08,152.56333333333333,7.750034408525449,153.7757142857143,11.989816313776407,168.63714285714286,20.3497455771551,252.4,68.11000880927867,222.22714285714287,61.92317436799847,264.21500000000003,67.82720213896486,58.35999999999999,8.32524474114729,44.87428571428571,13.642553349896117,46.71214285714286,10.43417622606038,7.06,2.789247210270183,8.027142857142858,2.0408716625151,9.084285714285715,1.9405499390466805,8.233333333333333,1.1698860343355344,6.372857142857143,1.9247399329581683,5.843571428571429,1.5459356496850174,35.93,6.733877040754486,29.874285714285715,7.338237429480503,31.642142857142854,7.8686311766028645,31348.3846,361.03,7323.6826,195.73000000000002,783.3826,150.73,1258.6444000000001,154.0,4422.6962,175.77,10868.6191,266.08,1162.5691,221.07999999999998,1867.8754,224.35,6563.4466999999995,246.12,271.6021,55.78,436.3774,59.05,1533.3677,80.82,46.6774,14.05,164.0177,35.82,263.5238,39.09
Delhi,2015-02-09,134.67,109.86,19.95,39.18,44.48,74.29,5.11,9.7,20.62,2.59,3.17,1.24,266.0,Poor,2015,2,9,0,40,0,1,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0,3.0,145.34,160.75,151.6,165.63,197.61,215.69,210.52,330.99,257.04,301.04,50.39,57.69,67.0,34.23,45.88,5.39,10.28,5.51,8.03,11.52,8.66,6.91,9.13,4.11,5.95,30.43,43.44,33.92,22.69,39.54,146.92,13.111594105980993,149.35285714285715,12.583764294102455,164.14142857142855,20.40896856291852,178.69000000000003,59.66455312830248,201.20142857142858,72.25735520313766,250.55928571428572,78.28231330494536,49.086666666666666,9.323574064345378,45.58142857142857,13.11703272920547,46.23357142857143,10.62714492893832,6.926666666666667,2.9074444677987112,7.61,2.31957611070069,8.626428571428571,2.0733087904746252,8.423333333333334,1.4099763591398689,7.171428571428572,1.9880092938366654,6.111428571428571,1.8589734849056943,31.49666666666667,11.447333022732142,29.57857142857143,7.708372998610948,30.290714285714284,8.030911878759198,14794.846199999998,244.52999999999997,5276.370599999999,173.85,688.1637,139.78,1306.2989999999998,144.36999999999998,2776.8954,155.29,4304.3148,149.04,561.3846,114.97,1065.6419999999998,119.56,2265.3132,130.48,200.2098,44.29,380.046,48.879999999999995,807.8916,59.8,49.567,14.809999999999999,105.36820000000002,25.73,200.01399999999998,30.32
Delhi,2015-02-10,153.07,218.23,23.41,42.2,48.01,79.54,10.88,5.81,19.02,5.58,7.1,7.93,319.0,Very Poor,2015,2,10,1,41,0,1,0,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,4.0,134.67,145.34,160.75,163.64,164.39,109.86,215.69,210.52,219.84,227.38,39.18,50.39,57.69,37.25,41.17,5.11,5.39,10.28,10.59,10.32,9.7,8.66,6.91,5.31,4.85,20.62,30.43,43.44,28.38,42.05,144.36,9.239063805386104,147.84285714285716,11.134336852406674,163.33285714285714,20.621496785401593,181.26,61.84725458741097,200.9714285714286,72.19067101054266,249.90571428571428,78.52853021127325,43.92333333333334,5.800295969459981,46.28857142857142,12.72045783842105,46.307142857142864,10.592903595964927,7.126666666666668,3.25349555606479,7.651428571428572,2.3833829498664905,8.666428571428572,2.1135082287436324,8.056666666666667,2.0139596156162924,7.242857142857142,1.9177218627468235,6.180000000000001,1.8262824787824299,23.356666666666666,6.177704535936793,28.24142857142857,8.69909272773399,28.645714285714288,7.792037073720952,33404.4661,371.29999999999995,6459.554,195.26999999999998,1665.4016000000001,163.95,889.3367,158.88,2911.3914,172.09,9209.306,260.43,2374.3424,229.10999999999999,1267.9162999999999,224.04,4150.7346,237.25,459.1360000000001,53.080000000000005,245.182,48.010000000000005,802.644,61.22,63.2128,16.69,206.9376,29.9,110.50619999999999,24.83
Delhi,2015-02-13,167.01,328.43,32.23,44.61,55.13,83.96,11.26,7.77,27.62,3.53,7.69,11.45,341.0,Very Poor,2015,2,13,4,44,0,1,0,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,4.0,153.07,134.67,145.34,157.71,166.19,218.23,109.86,215.69,194.09,283.93,42.2,39.18,50.39,31.05,56.7,10.88,5.11,5.39,8.21,10.81,5.81,9.7,8.66,5.64,6.94,19.02,20.62,30.43,28.56,43.25,151.58333333333334,16.221175460900746,149.17142857142858,12.919648380885542,163.39142857142858,20.6313983482021,218.84,109.2862768146121,220.16285714285712,86.49577517896202,253.08428571428573,80.87714127131213,41.99666666666667,2.720704565610467,48.22571428571428,10.917846028624966,45.44357142857143,10.164618580110174,9.083333333333334,3.4462491687823937,8.087142857142856,2.7526939186047943,8.698571428571428,2.1516929189785494,7.759999999999999,1.945019280110095,7.547142857142858,1.7854291200877022,6.239285714285715,1.8658941526814947,22.42,4.573838650411789,28.107142857142858,8.700610542342641,27.529285714285717,6.561092151447062,54851.0943,495.44,7450.316099999999,211.62,1880.5325999999998,178.26999999999998,1297.6677,174.78,4612.8162,194.63,14651.2623,373.04,3698.1218,339.69,2551.9011,336.2,9071.2366,356.05,502.30859999999996,55.87,346.61969999999997,52.379999999999995,1232.1282,72.23,87.49019999999999,19.03,311.0012,38.88,214.60739999999998,35.39
Delhi,2015-02-14,193.96,412.46,81.47,53.81,107.76,137.27,11.73,9.36,34.22,9.01,17.88,14.17,377.0,Very Poor,2015,2,14,5,45,1,1,0,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,4.0,167.01,153.07,134.67,131.76,174.98,328.43,218.23,109.86,127.42,309.99,44.61,42.2,39.18,36.51,49.41,11.26,10.88,5.11,8.18,11.46,7.77,5.81,9.7,4.85,4.69,27.62,19.02,20.62,21.7,34.7,171.34666666666666,20.78708813983641,158.05714285714288,18.93704809298942,164.74714285714285,22.02781613134816,319.70666666666665,97.40839611313459,260.8828571428572,101.37327026297184,260.4035714285714,90.48876110470148,46.873333333333335,6.1269921930204685,50.69714285714286,9.715680992234015,45.75785714285714,10.36278413627077,11.290000000000001,0.4257933771208923,8.594285714285714,3.080188615127638,8.717857142857143,2.1793795114539063,7.646666666666666,1.7782107111738266,8.191428571428572,1.427858869910102,6.572857142857143,1.9814735331660043,26.953333333333333,7.621898276238927,29.895714285714288,8.447153084802908,27.495,6.521875320205662,80000.7416,606.42,10436.9876,247.77,2275.1508000000003,205.69,1815.4656,203.32,6637.3112,228.18,22194.4726,466.27,4838.1557999999995,424.19,3860.6255999999994,421.82,14114.381199999998,446.67999999999995,631.1913000000001,65.54,503.66159999999996,63.17,1841.3782,88.03,109.7928,21.09,401.4006,45.95,320.2992,43.58
Delhi,2015-02-16,152.62,310.74,24.32,44.22,49.67,74.74,11.55,6.79,34.36,2.84,5.37,3.49,358.0,Very Poor,2015,2,16,0,47,0,1,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0,4.0,193.96,167.01,153.07,151.6,196.46,412.46,328.43,218.23,330.99,356.2,53.81,44.61,42.2,67.0,53.04,11.73,11.26,10.88,5.51,8.87,9.36,7.77,5.81,9.13,5.13,34.22,27.62,19.02,33.92,25.77,171.19666666666663,20.985591088490388,158.20285714285714,18.882928546075533,161.6157142857143,20.2142397312411,350.5433333333333,54.34601395993388,257.99,99.30708467509594,257.1564285714286,87.55481435668155,47.546666666666674,5.427709768708511,47.44285714285714,6.688352348886619,45.127857142857145,10.151974554865545,11.513333333333334,0.237135685491132,9.457142857142857,2.9136787416466876,8.909285714285714,2.307694368130951,7.973333333333333,1.2970093805880216,7.857142857142857,1.4453109732939176,6.691428571428571,1.9376744870030218,32.06666666666667,3.851562453515943,29.958571428571425,8.483647856457798,28.108571428571427,6.747279630901807,47425.1388,463.36,6748.8564,196.84,1762.7610000000002,164.17000000000002,1036.2898,159.41,5244.0232,186.98000000000002,13740.9228,354.96000000000004,3589.0470000000005,322.29,2109.9246000000003,317.53000000000003,10677.0264,345.1,510.74100000000004,55.769999999999996,300.2538,51.01,1519.3991999999998,78.58,78.42450000000001,18.34,396.858,45.91,233.3044,41.15
Delhi,2015-02-17,161.27,195.78,23.71,25.4,42.76,75.66,10.3,5.6,41.62,3.04,5.62,3.78,327.0,Very Poor,2015,2,17,1,48,0,1,0,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,4.0,152.62,193.96,167.01,160.75,201.51,310.74,412.46,328.43,210.52,359.75,44.22,53.81,44.61,57.69,53.77,11.55,11.73,11.26,10.28,8.99,6.79,9.36,7.77,6.91,5.43,34.36,34.22,27.62,43.44,23.22,169.28333333333333,21.803876566641247,158.27714285714288,18.895637692587346,158.74142857142857,16.652340032903084,306.32666666666665,108.40739704159182,255.8842857142857,100.62887870075588,245.44428571428574,83.65551006858523,41.14333333333333,14.452730999134165,42.83,9.131801574716778,43.10142857142857,11.082993109432866,11.193333333333333,0.7788666980513074,9.459999999999999,2.9146297649387103,9.002857142857144,2.337583988031,7.25,1.9217439996003618,7.67,1.657608719410787,6.703571428571429,1.9296775623159172,36.73333333333333,4.2325563591443895,29.698571428571427,8.016654390644995,29.422857142857143,7.474638585110451,31573.4406,357.05,4096.258,186.67000000000002,1661.0810000000001,171.57000000000002,903.112,166.87,6712.0574,202.89000000000001,4972.812,221.18,2016.534,206.08,1096.368,201.38,8148.3636,237.4,261.62,35.7,142.23999999999998,31.0,1057.148,67.02,57.68,15.9,428.686,51.92,233.07199999999997,47.22
Delhi,2015-02-20,144.12,162.2,18.1,34.71,40.32,81.04,11.45,5.93,31.61,2.35,6.76,4.07,317.0,Very Poor,2015,2,20,4,51,0,1,0,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,4.0,161.27,152.62,193.96,145.34,183.35,195.78,310.74,412.46,215.69,305.13,25.4,44.22,53.81,50.39,39.88,10.3,11.55,11.73,5.39,9.02,5.6,6.79,9.36,8.66,4.21,41.62,34.36,34.22,30.43,25.34,152.67,8.57510932874883,158.10285714285715,19.039927971052336,155.93928571428572,15.450122959075346,222.90666666666667,77.89688654454264,248.24285714285716,106.07344322281082,235.23499999999999,84.52818835703908,34.77666666666667,9.410177114875863,40.589999999999996,8.888160664614459,42.732142857142854,11.282917093193065,11.1,0.6946221994724989,10.325714285714286,2.349445729974467,9.176428571428572,2.4274443894219853,6.1066666666666665,0.6143560314128413,7.279999999999999,1.7063020443833117,6.826428571428571,1.8097326923008337,35.86333333333334,5.171560048315558,29.867142857142856,8.046947069718875,29.870714285714286,7.3986417301116445,23376.264,306.32,5002.4052,178.83,1650.174,155.57,854.6315999999999,150.05,4555.6332,175.73000000000002,5629.9619999999995,196.91,1857.1899999999998,173.64999999999998,961.8459999999999,168.13,5127.142,193.81,397.42949999999996,46.16,205.8303,40.64,1097.1831,66.32,67.8985,17.38,361.93449999999996,43.06,187.44729999999998,37.54
Delhi,2015-02-22,124.1,107.61,15.38,31.83,32.15,70.25,9.73,5.68,27.19,0.88,3.13,1.44,279.0,Poor,2015,2,22,6,53,1,1,0,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,3.0,144.12,161.27,152.62,134.67,165.63,162.2,195.78,310.74,109.86,257.04,34.71,25.4,44.22,39.18,34.23,11.45,10.3,11.55,5.11,8.03,5.93,5.6,6.79,9.7,4.11,31.61,41.62,34.36,20.62,22.69,143.16333333333333,18.603457563940353,156.59285714285716,21.4718728528633,152.97285714285712,17.320100118990805,155.19666666666666,44.50024981203316,247.92142857142855,106.56493660808759,224.5614285714286,90.76720899406034,30.646666666666665,4.766469692899904,39.540000000000006,9.49586225679373,42.560714285714276,11.439182639093998,10.493333333333334,0.8761468674448023,10.985714285714286,0.7327313546554833,9.297857142857143,2.40812783513037,5.736666666666667,0.17214335111568457,6.705714285714285,1.4061633042058954,6.938571428571429,1.6718476979900807,33.473333333333336,7.3932559358738335,30.805714285714284,7.118182954338037,30.19214285714285,7.156470099547281,13354.401,231.70999999999998,3950.1029999999996,155.93,1207.493,133.82999999999998,704.8879999999999,129.78,3374.279,151.29,3425.2263,139.44,1047.0453,117.34,611.2248,113.28999999999999,2925.9159,134.8,309.7059,41.56,180.79439999999997,37.51,865.4577,59.019999999999996,55.2664,15.41,264.55870000000004,36.92,154.4392,32.870000000000005
Delhi,2015-02-23,141.39,157.01,21.95,38.23,42.71,36.38,9.29,9.43,36.86,2.02,11.23,10.87,281.0,Poor,2015,2,23,0,54,0,1,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0,3.0,124.1,144.12,161.27,153.07,163.64,107.61,162.2,195.78,218.23,219.84,31.83,34.71,25.4,42.2,37.25,9.73,11.45,10.3,10.88,10.59,5.68,5.93,5.6,5.81,5.31,27.19,31.61,41.62,19.02,28.38,136.53666666666666,10.856621635358284,154.92428571428573,22.231641757596304,151.38357142857143,17.28678757679609,142.2733333333333,30.131279981662892,239.17571428571426,111.79177710624089,220.0735714285714,92.55428865159192,34.923333333333325,3.205328896280909,38.972857142857144,9.42883293288147,42.630714285714284,11.407138429196747,10.156666666666666,1.1414610520439754,10.758571428571429,0.9767706754305091,9.205,2.3793623903506997,7.013333333333333,2.0966242709015206,7.222857142857143,1.6638881601609568,7.232857142857142,1.7248965568601902,31.886666666666667,4.840933105645413,33.354285714285716,5.103854285873421,30.79785714285714,7.347609950046475,22199.643899999995,298.4,5405.339699999999,179.61999999999998,1313.5130999999997,150.67999999999998,1333.3076999999998,150.82,5211.635399999999,178.25,6002.492299999999,195.23999999999998,1458.6228999999998,166.29999999999998,1480.6043,166.44,5787.388599999999,193.87,355.15669999999994,47.519999999999996,360.5089,47.66,1409.1578,75.09,87.6047,18.72,342.4294,46.15,347.58979999999997,46.29
Delhi,2015-03-01,71.83,98.89,8.49,21.42,19.55,12.44,11.62,10.99,22.51,1.38,4.63,2.6,324.0,Very Poor,2015,3,1,6,60,1,0,1,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,4.0,141.39,124.1,144.12,167.01,157.71,157.01,107.61,162.2,328.43,194.09,38.23,31.83,34.71,44.61,31.05,9.29,9.73,11.45,11.26,8.21,9.43,5.68,5.93,7.77,5.64,36.86,27.19,31.61,27.62,28.56,112.44,36.216227026016895,141.32714285714286,37.48309650775306,145.2492857142857,27.24075551428423,121.17,31.343082171350513,206.3842857142857,114.87037489523331,213.27357142857142,97.95006754677397,30.49333333333333,8.484340477216438,35.660000000000004,11.052281815685525,41.94285714285714,12.405810939029546,10.213333333333333,1.2379149136080958,10.81,1.016251281262015,9.448571428571428,2.443348450047938,8.700000000000001,2.729230660827332,7.682857142857142,2.199315910957423,7.615,1.9257955399103175,28.853333333333335,7.318171447385873,32.62428571428571,6.288642824284784,30.365714285714283,7.660598203480249,7103.2687,170.72,1538.5986,93.25,834.6646,83.45,789.4117,82.82,1616.8933000000002,94.34,2118.2238,120.31,1149.1018,110.51,1086.8011000000001,109.88,2226.0139000000004,121.4,248.9004,33.04,235.40580000000003,32.410000000000004,482.16420000000005,43.93000000000001,127.70379999999999,22.61,261.5662,34.13,247.38490000000002,33.5
Delhi,2015-03-03,83.49,112.1,16.23,23.75,30.88,16.04,11.72,5.07,20.83,2.13,8.11,2.41,266.0,Poor,2015,3,3,1,62,0,0,1,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,3.0,71.83,141.39,124.1,193.96,131.76,98.89,157.01,107.61,412.46,127.42,21.42,38.23,31.83,53.81,36.51,11.62,9.29,9.73,11.73,8.18,10.99,9.43,5.68,9.36,4.85,22.51,36.86,27.19,34.22,21.7,98.90333333333332,37.2535439030078,125.54571428571428,34.78849946804407,141.80142857142857,31.759413348859752,122.66666666666667,30.466775893313084,163.47571428571428,73.83035303025075,212.17928571428573,99.06225544220514,27.8,9.10746397192983,31.365714285714287,8.329235373355791,41.03142857142858,13.274000531485985,10.876666666666665,1.3750030302996952,10.808571428571428,1.0147483854208916,9.70142857142857,2.4847902160106856,8.496666666666668,3.0683763350236757,7.07,2.2511848732019626,7.630714285714285,1.9022515577627999,26.733333333333334,8.810087021893366,30.71142857142857,7.6182662694592755,30.303571428571427,7.739425149735065,9359.229,195.58999999999997,1982.8874999999998,107.24,978.5028,95.21,423.2943,88.56,1739.0966999999998,104.32,2662.375,135.85,1313.812,123.82,568.347,117.16999999999999,2335.0429999999997,132.93,278.35,35.47,120.41250000000001,28.82,494.7125,44.58,59.42040000000001,16.79,244.1276,32.55,105.6081,25.9
Delhi,2015-03-04,91.07,139.15,13.71,24.28,28.73,17.44,10.64,4.68,25.83,1.6,8.05,6.62,200.0,Moderate,2015,3,4,2,63,0,0,1,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,2.0,83.49,71.83,141.39,152.62,151.6,112.1,98.89,157.01,310.74,330.99,23.75,21.42,38.23,44.22,67.0,11.72,11.62,9.29,11.55,5.51,5.07,10.99,9.43,6.79,9.13,20.83,22.51,36.86,34.36,33.92,82.13,9.691831612239099,116.75285714285714,34.58274074076353,137.47785714285715,34.33829935723734,116.71333333333332,20.522646840341157,138.96285714285713,35.12913212434311,198.47642857142856,94.52790817914713,23.150000000000002,1.5214795430763566,28.517142857142858,6.382673719494304,37.980000000000004,11.656872518951086,11.326666666666668,0.596769078734266,10.678571428571429,0.9607883667667428,10.067857142857145,2.178521653187456,6.913333333333334,3.535878014487113,6.768571428571428,2.4291523114825377,7.312857142857142,2.0016471239434828,23.05666666666667,2.544431829177991,29.492857142857144,7.61959910206505,29.725714285714286,7.7506453471116386,12672.3905,230.22,2211.1796,115.35,968.9848,101.71,426.20759999999996,95.75,2352.3380999999995,116.89999999999999,3378.5620000000004,163.43,1480.556,149.79000000000002,651.222,143.83,3594.2445,164.98000000000002,258.3392,34.92,113.6304,28.96,627.1524,50.11,49.7952,15.32,274.8312,36.47,120.88439999999999,30.509999999999998
Delhi,2015-03-05,106.57,196.19,25.97,31.12,45.48,28.86,9.36,5.97,32.88,3.27,15.12,10.65,275.0,Poor,2015,3,5,3,64,0,0,1,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,3.0,91.07,83.49,71.83,161.27,160.75,139.15,112.1,98.89,195.78,210.52,24.28,23.75,21.42,25.4,57.69,10.64,11.72,11.62,10.3,10.28,4.68,5.07,10.99,5.6,6.91,25.83,20.83,22.51,41.62,43.44,93.71,11.76430193424143,108.93857142857142,28.490550730942193,133.60785714285714,34.56606921836477,149.14666666666668,42.92705479453906,139.02142857142857,35.239820482219805,197.4528571428571,94.46502929888689,26.383333333333336,4.110624445669201,29.334285714285716,6.2824540246171345,36.082142857142856,10.28301151531865,10.573333333333334,1.1814115850681948,10.544285714285712,1.0807228621445573,10.002142857142857,2.1854947638091873,5.239999999999999,0.6615889962809226,6.821428571428571,2.403375602296547,7.2457142857142856,2.0317393620159163,26.513333333333335,6.053993172554293,28.244285714285716,5.8000340721495185,28.97142857142857,6.7644157825433,20907.968299999997,302.76,3316.4584,137.69,997.4951999999998,115.92999999999999,636.2229,112.53999999999999,3504.0216,139.45,6105.4328000000005,227.31,1836.3383999999999,205.55,1171.2542999999998,202.16,6450.7272,229.07,291.28319999999997,40.480000000000004,185.7864,37.09,1023.2256000000001,64.0,55.8792,15.329999999999998,307.7568,42.24,196.2936,38.85
Delhi,2015-03-06,101.75,163.14,20.56,26.59,34.17,32.04,10.55,5.96,33.67,2.45,9.31,7.14,322.0,Very Poor,2015,3,6,4,65,0,0,1,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,4.0,106.57,91.07,83.49,144.12,145.34,196.19,139.15,112.1,162.2,215.69,31.12,24.28,23.75,34.71,50.39,9.36,10.64,11.72,11.45,5.39,5.97,4.68,5.07,5.93,8.66,32.88,25.83,20.83,31.61,30.43,99.79666666666667,7.932473342743089,102.88571428571429,23.90171531999546,130.49428571428572,35.38157945647929,166.16,28.639670039999093,139.15571428571428,35.34450162667633,193.6992857142857,94.72830439365364,27.330000000000002,3.479525829764725,28.174285714285713,5.8598772943434,34.38214285714286,9.685636612706814,10.183333333333334,0.7144461724534207,10.415714285714285,1.0059631726668345,10.370714285714286,1.7369179790462417,5.536666666666666,0.7419119444606157,6.825714285714286,2.4015471203848104,7.0528571428571425,2.0152435568453257,30.793333333333337,4.316483908615189,28.538571428571426,6.046300324913385,29.202857142857145,6.87271352587835,16599.495,264.89,2705.5325,128.34,1073.4625,112.3,606.43,107.71,3425.9225,135.42000000000002,4337.892599999999,189.73,1721.127,173.69,972.3143999999999,169.1,5492.9238,196.81,280.5245,37.14,158.4764,32.55,895.2853,60.260000000000005,62.87800000000001,16.51,355.21850000000006,44.22,200.6732,39.63
Delhi,2015-03-07,77.57,90.54,12.07,19.15,24.66,16.83,9.48,5.18,23.09,1.68,6.31,1.25,216.0,Poor,2015,3,7,5,66,1,0,1,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,3.0,101.75,106.57,91.07,124.1,134.67,163.14,196.19,139.15,107.61,109.86,26.59,31.12,24.28,31.83,39.18,10.55,9.36,10.64,9.73,5.11,5.96,5.97,4.68,5.68,9.7,33.67,32.88,25.83,27.19,20.62,95.29666666666667,15.53975975790263,96.23857142857142,23.485101254889074,126.41571428571429,38.05339077468053,149.95666666666668,54.044711427977454,136.71714285714285,38.345212527896564,192.31928571428574,96.1733300200365,25.62,6.043666105932714,26.362857142857145,6.469589668301218,32.95142857142857,10.377089303729758,9.796666666666667,0.6551590137770684,10.379999999999999,1.0382838404469905,10.682857142857143,0.9187652966507204,5.703333333333333,0.4532475409015824,6.7542857142857144,2.4482841416173984,6.7299999999999995,1.9182644399400375,29.880000000000006,5.893564286575702,27.95285714285714,6.387661842139416,29.379285714285714,6.663969092510414,7023.1878,168.11,1485.4654999999998,96.72,735.3636,87.05,401.8125999999999,82.75,1791.0912999999998,100.66,1733.841,109.69,858.3192000000001,100.02000000000001,468.9972,95.72,2090.5686,113.63000000000001,181.542,28.63,99.19699999999999,24.33,442.1735,42.239999999999995,49.1064,14.66,218.8932,32.57,119.60619999999999,28.27
Delhi,2015-03-08,63.24,80.2,13.52,20.35,27.44,16.12,8.19,3.98,20.71,1.69,6.09,1.35,108.0,Moderate,2015,3,8,6,67,1,0,1,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,2.0,77.57,101.75,106.57,141.39,153.07,90.54,163.14,196.19,157.01,218.23,19.15,26.59,31.12,38.23,42.2,9.48,10.55,9.36,9.29,10.88,5.18,5.96,5.97,9.43,5.81,23.09,33.67,32.88,36.86,19.02,80.85333333333334,19.46381857019148,85.07428571428571,15.743068164691039,119.99928571428572,40.6950377742857,111.29333333333334,45.19719607822328,125.74428571428572,42.35110028367775,182.46,100.29936505666039,22.03,3.994396074502361,23.80857142857143,4.098542133374619,31.39071428571429,10.521224310364794,9.406666666666666,1.1817078037033262,10.222857142857142,1.2847401071256244,10.490714285714287,1.1311088112366372,5.04,0.9973966111833347,5.975714285714285,2.3187126970430327,6.599285714285713,2.044006112762629,25.823333333333338,6.89882115533763,25.645714285714288,5.487482291977084,29.5,6.474494337249584,5071.848,143.44,1286.9340000000002,83.59,517.9356,71.43,251.6952,67.22,1309.7004000000002,83.95,1632.0700000000002,100.55000000000001,656.838,88.39,319.196,84.18,1660.9420000000002,100.91,166.6665,28.54,80.99300000000001,24.330000000000002,421.4485,41.06,32.596199999999996,12.17,169.6149,28.9,82.42580000000001,24.69
Delhi,2015-03-09,76.62,117.38,10.49,18.21,22.84,15.2,9.02,4.2,22.85,1.12,4.32,1.97,197.0,Moderate,2015,3,9,0,68,0,0,1,0,1.0,6.123233995736766e-17,0.0,1.0,2.0,63.24,77.57,101.75,71.83,167.01,80.2,90.54,163.14,98.89,328.43,20.35,19.15,26.59,21.42,44.61,8.19,9.48,10.55,11.62,11.26,3.98,5.18,5.96,10.99,7.77,20.71,23.09,33.67,22.51,27.62,72.47666666666667,8.013278563317968,85.75857142857141,15.164933705286263,113.54285714285713,39.82391809889181,96.04,19.190508070398536,128.38571428571427,40.95050421225761,167.385,92.20633256661178,19.236666666666668,1.0726291686007707,23.349999999999998,4.563532988084198,29.505,10.33384636857114,8.896666666666667,0.6537838582691795,9.85142857142857,1.1855017021136252,10.330714285714285,1.1716225717138886,4.453333333333333,0.6388531390964087,5.005714285714285,0.7834083044163976,6.344285714285713,2.1083924400639185,22.216666666666672,1.3103180275544306,25.694285714285712,5.456518600545169,29.159285714285712,6.702530479987752,8993.6556,194.0,1395.2502000000002,94.83000000000001,691.1124,85.64,321.80400000000003,80.82000000000001,1750.7670000000003,99.47,2137.4898,135.59,1058.7676,126.39999999999999,492.996,121.58,2682.1330000000003,140.23,164.2542,27.23,76.48200000000001,22.41,416.09850000000006,41.06,37.884,13.219999999999999,206.107,31.87,95.97000000000001,27.05
